nationality,image,name,club,position,height,foot,age
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,81498.png,Benjamin Pavard,Internazionale,Defender Right Centre,186,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SU.svg,81113.png,Manuel Akanji,Manchester City,Defender Right Left Centre,188,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,98874.png,Sven Botman,Newcastle United,Defender Centre,195,Left,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,94633.png,Gleison Bremer,Juventus,Defender Centre,188,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,93025.png,Robin le Normand,Real Sociedad,Defender Centre,187,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,86836.png,Fikayo Tomori,AC Milan,Defender Centre,185,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,68027.png,Jonathan Tah,Bayer Leverkusen,Defender Centre,193,Both,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,65808.png,Niklas Süle,Borussia Dortmund,Defender Right Centre,195,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,51661.png,Harry Maguire,Manchester United,Defender Centre,194,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SE.svg,46218.png,Kalidou Koulibaly,Al Hilal SFC,Defender Centre,188,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MN.svg,43275.png,Stefan Savić,Atlético Madrid,Defender Centre,187,Right,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,38343.png,Nicolás Otamendi,SL Benfica,Defender Centre,183,Right,36
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,2950.png,Sergio Ramos,Sevilla,Defender Centre,183,Right,38
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,51661.png,Harry Maguire,Manchester United,Defender Centre,194,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SE.svg,46218.png,Kalidou Koulibaly,Al Hilal SFC,Defender Centre,188,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MN.svg,43275.png,Stefan Savić,Atlético Madrid,Defender Centre,187,Right,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,38343.png,Nicolás Otamendi,SL Benfica,Defender Centre,183,Right,36
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,2950.png,Sergio Ramos,Sevilla,Defender Centre,183,Right,38
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SU.svg,88995.png,Gregor Kobel,Borussia Dortmund,Goalkeeper,193,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CM.svg,80336.png,André Onana,Manchester United,Goalkeeper,190,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,61102.png,Emiliano Martínez,Aston Villa,Goalkeeper,195,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,55064.png,Jordan Pickford,Everton,Goalkeeper,185,Left,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SU.svg,34276.png,Yann Sommer,Internazionale,Goalkeeper,183,Right,35
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,88887.png,Martin Terrier,Stade Rennais,Attacking Midfielder Left,184,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,55043.png,Memphis Depay,Atlético Madrid,Attacking Midfielder Right Left Centre,177,Right,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,97322.png,Cody Gakpo,Liverpool,Midfielder Centre,193,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,64458.png,Rafa Silva,SL Benfica,Attacking Midfielder Left Centre,170,Right,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CR.svg,40405.png,Andrej Kramarić,TSG 1899 Hoffenheim,Attacking Midfielder Left Centre,180,Both,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,88887.png,Martin Terrier,Stade Rennais,Attacking Midfielder Left,184,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,55043.png,Memphis Depay,Atlético Madrid,Attacking Midfielder Right Left Centre,177,Right,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,97322.png,Cody Gakpo,Liverpool,Midfielder Centre,193,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,64458.png,Rafa Silva,SL Benfica,Attacking Midfielder Left Centre,170,Right,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CR.svg,40405.png,Andrej Kramarić,TSG 1899 Hoffenheim,Attacking Midfielder Left Centre,180,Both,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CH.svg,12927.png,Alexis Sánchez,Internazionale,Attacking Midfielder Right Left Centre,169,Right,35
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GH.svg,72649.png,Iñaki Williams,Athletic Club,Attacking Midfielder Right Left,186,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,67935.png,Timo Werner,RB Leipzig,Attacking Midfielder Right Left,180,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CI.svg,45273.png,Wilfried Zaha,Galatasaray SK,Attacking Midfielder Right Left,180,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,70404.png,Ivan Toney,Brentford,Forward Centre,185,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,68181.png,André Silva,RB Leipzig,Forward Centre,182,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,58353.png,Mauro Icardi,Galatasaray SK,Forward Centre,181,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,50818.png,Callum Wilson,Newcastle United,Forward Centre,180,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GA.svg,34634.png,Pierre-Emerick Aubameyang,Olympique Marseille,Attacking Midfielder Left,187,Both,34
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/UR.svg,6378.png,Luis Suárez,Inter Miami CF,Forward Centre,182,Right,37
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,68181.png,André Silva,RB Leipzig,Forward Centre,182,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,58353.png,Mauro Icardi,Galatasaray SK,Forward Centre,181,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,50818.png,Callum Wilson,Newcastle United,Forward Centre,180,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GA.svg,34634.png,Pierre-Emerick Aubameyang,Olympique Marseille,Attacking Midfielder Left,187,Both,34
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/UR.svg,6378.png,Luis Suárez,Inter Miami CF,Forward Centre,182,Right,37
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BE.svg,99292.png,Loïs Openda,RB Leipzig,Forward Centre,177,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MO.svg,88137.png,Youssef En Nesyri,Sevilla,Forward Centre,188,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IR.svg,87184.png,Mehdi Taremi,FC Porto,Attacking Midfielder Centre,187,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,85226.png,Tammy Abraham,AS Roma,Forward Centre,195,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CZ.svg,75765.png,Patrik Schick,Bayer Leverkusen,Forward Centre,191,Left,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GU.svg,71005.png,Serhou Guirassy,VfB Stuttgart,Forward Centre,187,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CI.svg,54261.png,Sébastien Haller,Borussia Dortmund,Forward Centre,190,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,44682.png,Alexandre Lacazette,Olympique Lyonnais,Forward Centre,176,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,103281.png,Xavi Simons,Paris Saint-Germain,Attacking Midfielder Right Left Centre,179,Right,21
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,97268.png,Pedro Gonçalves,Sporting CP,Midfielder Centre,173,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GU.svg,71005.png,Serhou Guirassy,VfB Stuttgart,Forward Centre,187,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CI.svg,54261.png,Sébastien Haller,Borussia Dortmund,Forward Centre,190,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,44682.png,Alexandre Lacazette,Olympique Lyonnais,Forward Centre,176,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,103281.png,Xavi Simons,Paris Saint-Germain,Attacking Midfielder Right Left Centre,179,Right,21
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,97268.png,Pedro Gonçalves,Sporting CP,Midfielder Centre,173,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,90783.png,Eberechi Eze,Crystal Palace,Midfielder Right Left Centre,173,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,82006.png,Giovani Lo Celso,Tottenham Hotspur,Midfielder Centre,177,Left,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,79874.png,Dani Olmo,RB Leipzig,Attacking Midfielder Right Left Centre,179,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/RU.svg,76072.png,Aleksandr Golovin,AS Monaco,Midfielder Centre,180,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,68130.png,Nabil Fekir,Real Betis,Attacking Midfielder Right Left Centre,173,Left,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CR.svg,67798.png,Mario Pašalić,Atalanta BC,Defensive Midfielder Centre,188,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/UR.svg,64661.png,Giorgian de Arrascaeta,Flamengo,Attacking Midfielder Right Left Centre,174,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,63849.png,Thomas Lemar,Atlético Madrid,Midfielder Centre,170,Left,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,36008.png,Sergio Canales,Monterrey,Midfielder Centre,179,Left,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,108912.png,Nico Williams,Athletic Club,Attacking Midfielder Right Left,180,Right,21
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CR.svg,67798.png,Mario Pašalić,Atalanta BC,Defensive Midfielder Centre,188,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/UR.svg,64661.png,Giorgian de Arrascaeta,Flamengo,Attacking Midfielder Right Left Centre,174,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,63849.png,Thomas Lemar,Atlético Madrid,Midfielder Centre,170,Left,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,36008.png,Sergio Canales,Monterrey,Midfielder Centre,179,Left,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,108912.png,Nico Williams,Athletic Club,Attacking Midfielder Right Left,180,Right,21
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/JP.svg,108835.png,Kaoru Mitoma,Brighton and Hove Albion,Attacking Midfielder Left,178,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,106765.png,Yéremy Pino,Villarreal CF,Attacking Midfielder Right Left,172,Right,21
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,99244.png,Santos Antony,Manchester United,Attacking Midfielder Right Left,174,Left,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CM.svg,97651.png,Bryan Mbeumo,Brentford,Attacking Midfielder Right Left Centre,171,Left,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NG.svg,97391.png,Samuel Chukwueze,AC Milan,Attacking Midfielder Right Left,172,Left,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,95238.png,Nicolás González,ACF Fiorentina,Attacking Midfielder Right Left,180,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,93445.png,Ferrán Torres,Barcelona,Attacking Midfielder Right Left,180,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,91278.png,Pedro Neto,Wolverhampton Wanderers,Attacking Midfielder Right Left,172,Left,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,90936.png,Jadon Sancho,Manchester United,Attacking Midfielder Right Left Centre,180,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/JP.svg,90831.png,Takefusa Kubo,Real Sociedad,Attacking Midfielder Right Left Centre,167,Left,22
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,95238.png,Nicolás González,ACF Fiorentina,Attacking Midfielder Right Left,180,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,93445.png,Ferrán Torres,Barcelona,Attacking Midfielder Right Left,180,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,91278.png,Pedro Neto,Wolverhampton Wanderers,Attacking Midfielder Right Left,172,Left,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,90936.png,Jadon Sancho,Manchester United,Attacking Midfielder Right Left Centre,180,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/JP.svg,90831.png,Takefusa Kubo,Real Sociedad,Attacking Midfielder Right Left Centre,167,Left,22
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,73620.png,Mattia Zaccagni,SS Lazio,Midfielder Centre,177,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ME.svg,73018.png,Hirving Lozano,PSV,Attacking Midfielder Right Left,177,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,63543.png,Vincenzo Grifo,SC Freiburg,Attacking Midfielder Right Left Centre,181,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,60105.png,Matteo Politano,SSC Napoli,Attacking Midfielder Right Centre,171,Left,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BE.svg,58053.png,Yannick Carrasco,Al Shabab,Midfielder Right Left,181,Right,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BE.svg,56415.png,Leandro Trossard,Arsenal,Midfielder Right Left,171,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,52051.png,Lucas Ocampos,Sevilla,Attacking Midfielder Right Left,187,Both,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CR.svg,38475.png,Ivan Perišić,Hajduk Split,Defender Left,186,Both,35
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,52390.png,Filip Kostić,Juventus,Midfielder Right Left,184,Left,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,102857.png,Ferreira Vitinha,Paris Saint-Germain,Midfielder Centre,172,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BE.svg,56415.png,Leandro Trossard,Arsenal,Midfielder Right Left,171,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,52051.png,Lucas Ocampos,Sevilla,Attacking Midfielder Right Left,187,Both,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CR.svg,38475.png,Ivan Perišić,Hajduk Split,Defender Left,186,Both,35
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,52390.png,Filip Kostić,Juventus,Midfielder Right Left,184,Left,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,102857.png,Ferreira Vitinha,Paris Saint-Germain,Midfielder Centre,172,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,94163.png,Brais Méndez,Real Sociedad,Midfielder Right Centre,187,Left,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AL.svg,87149.png,Houssem Aouar,AS Roma,Midfielder Left Centre,175,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,87019.png,Exequiel Palacios,Bayer Leverkusen,Defensive Midfielder Centre,177,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,86919.png,Carlos Soler,Paris Saint-Germain,Midfielder Centre,183,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/JP.svg,85931.png,Daichi Kamada,SS Lazio,Midfielder Centre,184,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,54512.png,João Mário,SL Benfica,Midfielder Right Left Centre,179,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,53464.png,James Ward-Prowse,West Ham United,Midfielder Centre,173,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,40710.png,Pascal Gross,Brighton and Hove Albion,Defender Right Left,181,Both,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AU.svg,76629.png,Konrad Laimer,Bayern München,Defender Right,179,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,99560.png,Youssouf Fofana,AS Monaco,Defensive Midfielder Centre,176,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,54512.png,João Mário,SL Benfica,Midfielder Right Left Centre,179,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,53464.png,James Ward-Prowse,West Ham United,Midfielder Centre,173,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,40710.png,Pascal Gross,Brighton and Hove Albion,Defender Right Left,181,Both,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AU.svg,76629.png,Konrad Laimer,Bayern München,Defender Right,179,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,99560.png,Youssouf Fofana,AS Monaco,Defensive Midfielder Centre,176,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,98824.png,Oihan Sancet,Athletic Club,Midfielder Centre,188,Right,23
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,90862.png,Scott Mctominay,Manchester United,Defensive Midfielder Centre,193,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ML.svg,88886.png,Yves Bissouma,Tottenham Hotspur,Defensive Midfielder Centre,181,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AU.svg,86450.png,Xaver Schlager,RB Leipzig,Defensive Midfielder Centre,184,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CZ.svg,84076.png,Tomáš Souček,West Ham United,Defensive Midfielder Centre,190,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,78464.png,Valentin Rongier,Olympique Marseille,Defender Right,172,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,78088.png,Cassio Joelinton,Newcastle United,Midfielder Left Centre,186,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,76777.png,Renato Sanches,Paris Saint-Germain,Defensive Midfielder Centre,176,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CI.svg,64305.png,Seko Fofana,Al Nassr,Defensive Midfielder Centre,185,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,63650.png,John Mcginn,Aston Villa,Midfielder Right Left Centre,178,Left,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,78464.png,Valentin Rongier,Olympique Marseille,Defender Right,172,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,78088.png,Cassio Joelinton,Newcastle United,Midfielder Left Centre,186,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,76777.png,Renato Sanches,Paris Saint-Germain,Defensive Midfielder Centre,176,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CI.svg,64305.png,Seko Fofana,Al Nassr,Defensive Midfielder Centre,185,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,63650.png,John Mcginn,Aston Villa,Midfielder Right Left Centre,178,Left,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,58165.png,Rodrigues Fred,Fenerbahçe SK,Defensive Midfielder Centre,169,Left,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,55131.png,Jonas Hofmann,Bayer Leverkusen,Midfielder Right Centre,174,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,51118.png,Jordan Veretout,Olympique Marseille,Defensive Midfielder Centre,176,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,46736.png,Saúl Níguez,Atlético Madrid,Defensive Midfielder Centre,184,Left,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,80933.png,Kalvin Phillips,Manchester City,Defensive Midfielder Centre,178,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,47375.png,Leandro Paredes,AS Roma,Defensive Midfielder Centre,180,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,35330.png,Sergio Busquets,Inter Miami CF,Defensive Midfielder Centre,189,Right,35
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EC.svg,104266.png,Moisés Caicedo,Chelsea,Defensive Midfielder Centre,178,Right,22
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/UR.svg,89658.png,Manuel Ugarte,Paris Saint-Germain,Defensive Midfielder Centre,182,Right,23
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ME.svg,89125.png,Edson Álvarez,West Ham United,Defender Centre,187,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,47375.png,Leandro Paredes,AS Roma,Defensive Midfielder Centre,180,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,35330.png,Sergio Busquets,Inter Miami CF,Defensive Midfielder Centre,189,Right,35
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EC.svg,104266.png,Moisés Caicedo,Chelsea,Defensive Midfielder Centre,178,Right,22
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/UR.svg,89658.png,Manuel Ugarte,Paris Saint-Germain,Defensive Midfielder Centre,182,Right,23
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ME.svg,89125.png,Edson Álvarez,West Ham United,Defender Centre,187,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,88227.png,Boubacar Kamara,Aston Villa,Defender Centre,184,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CI.svg,87315.png,Ibrahim Sangaré,Nottingham Forest,Defensive Midfielder Centre,191,Right,26
